business_id,categories
byi-kpo3bl8mHCYdXwRmAg,"Cosmetic Dentists, Health & Medical, General Dentistry, Oral Surgeons, Dentists"
DHHX3W_18cqwGY_HWPYybg,"Health & Medical, Dentists, General Dentistry"
eSQ4BiZjehlvRERdlgxZeQ,"General Dentistry, Endodontists, Cosmetic Dentists, Dentists, Health & Medical"
qEdDRy4BU6Qrsoape7qpqA,"Cosmetic Dentists, Dentists, Health & Medical, Orthodontists, Endodontists"
dqbaOPNOFHFF-4JAlhozQQ,"Dentists, Oral Surgeons, General Dentistry, Health & Medical, Cosmetic Dentists, Orthodontists"
9QK3AYljpqGuo3WUSN87HQ,"Health & Medical, General Dentistry, Dentists, Periodontists, Cosmetic Dentists, Oral Surgeons, Orthodontists"
STDooDA8ZDdRPOzAMa1f0Q,"Dentists, Health & Medical, Orthodontists"
g9uTOwSAnnAeUDMQXobUbg,"Oral Surgeons, Health & Medical, General Dentistry, Dentists, Cosmetic Dentists"
zFFaQq8lSAjixqRhl--xYg,"Dentists, Health & Medical, Cosmetic Dentists, General Dentistry"
048XOiRNke9JLpo6E1-eKw,"General Dentistry, Health & Medical, Dentists"
fWokh6va5jlDZtgJhcmOGg,"Dentists, Health & Medical, General Dentistry"
KxJjGJzbci2Y7cje8riusQ,"Dentists, General Dentistry, Oral Surgeons, Health & Medical, Cosmetic Dentists"
nEGypwFdwHzm57yoZltuQw,"Dentists, Health & Medical, General Dentistry, Pediatric Dentists"
4-GJmXJMogIuA6LCaD2qYA,"Cosmetic Dentists, Oral Surgeons, General Dentistry, Orthodontists, Health & Medical, Dentists"
Z0giVTv2kr56wXs9E-U4ZA,"Pediatric Dentists, Cosmetic Dentists, Health & Medical, Dentists, Endodontists"
SJr6Hs_XS4ubUq8NojqXzA,"General Dentistry, Cosmetic Dentists, Dentists, Health & Medical"
kbuMNuU00862z-GU2qJBfA,"Cosmetic Dentists, Mobile Dent Repair, Dentists, Automotive, Beauty & Spas, Health & Medical, General Dentistry"
kHyPe24Yl9xtx88NAMD7ww,"General Dentistry, Health & Medical, Dentists, Cosmetic Dentists"
dICBbQ0_Rp9FFLKa3VQakQ,"Health & Medical, Pediatric Dentists, Dentists"
LVT9CfIKLeE0KJbneDnopg,"Health & Medical, Endodontists, Periodontists, General Dentistry, Dentists, Cosmetic Dentists"
_UfEWbhEphABjkDHCbqe4w,"Pediatricians, Dentists, Pediatric Dentists, Health & Medical, Doctors"
aH_IrD24OESs7fyvS8nrxA,"Dentists, Oral Surgeons, Orthodontists, Health & Medical, Cosmetic Dentists, General Dentistry"
pyWiGkApw4cfl8PJkIeyNA,"Orthodontists, Pediatric Dentists, Dentists, Periodontists, Cosmetic Dentists, Health & Medical, General Dentistry"
POHkFpj48aurUr6NyKynBg,"Mobile Dent Repair, Automotive, Body Shops, Auto Detailing, Auto Repair"
ZgHAJSPNuop5g19pCWureg,"Health & Medical, General Dentistry, Orthodontists, Cosmetic Dentists, Dentists"
UA44vdnffx3OlWmDamDqJw,"General Dentistry, Cosmetic Dentists, Periodontists, Dentists, Health & Medical"
N4-4xvctcWU6ylG0_WD_5A,"Teeth Whitening, Beauty & Spas, Dentists, Health & Medical, General Dentistry, Cosmetic Dentists"
Ar2AR82k0HAdz7KxnhgfnQ,"Pediatric Dentists, Periodontists, Cosmetic Dentists, Dentists, General Dentistry, Health & Medical"
W67bTDtRj85NIiW1hNccLA,"General Dentistry, Oral Surgeons, Health & Medical, Periodontists, Dentists, Orthodontists, Cosmetic Dentists, Endodontists"
GSWaXKuu7m-AxTTQs9mfng,"Orthodontists, General Dentistry, Cosmetic Dentists, Dentists, Health & Medical"
70Fc9O5YlL9nn3C8eZZYfA,"Orthodontists, Endodontists, Cosmetic Dentists, General Dentistry, Health & Medical, Dentists"
vjYNG0vKbfjb5Y8Pq4x3Yg,"General Dentistry, Dentists, Cosmetic Dentists, Health & Medical, Pediatric Dentists, Periodontists"
okIjifZcimFjXoXGPJd38w,"General Dentistry, Health & Medical, Dentists"
NHX-W1IL_2cytYor0ukOkw,"Pediatric Dentists, Dentists, General Dentistry, Health & Medical, Orthodontists, Endodontists"
8GGY17HcyVPWdAn6jxdLbA,"General Dentistry, Oral Surgeons, Health & Medical, Dentists"
cjHTOrYje-FbRkZD1GPjbQ,"Oral Surgeons, Orthodontists, General Dentistry, Health & Medical, Dentists, Pediatric Dentists, Cosmetic Dentists"
Ofn0F_ESQZB2hedDqrOq_A,"Oral Surgeons, Cosmetic Dentists, General Dentistry, Health & Medical, Pediatric Dentists, Orthodontists, Dentists"
E7MzBZQ4LvjmLzXJFwJmcg,"Orthodontists, Health & Medical, General Dentistry, Periodontists, Dentists, Medical Centers"
v-dYHSS3w2plj9u1iX7fPA,"Health & Medical, Periodontists, Dentists"
OD88wvH-9LxM_Gz4oHOIDg,"Dentists, General Dentistry, Health & Medical, Cosmetic Dentists"
VhOQqHSNwJNKNC-jSJG-lg,"General Dentistry, Dentists, Health & Medical"
bsz8G7DtOrV_Iy12ZDLi6Q,"Health & Medical, Teeth Whitening, Orthodontists, Cosmetic Dentists, Dentists, General Dentistry, Beauty & Spas"
7eCqbKSx6V1vGluhaX5-7Q,"Health & Medical, Dentists, Oral Surgeons"
2zJUPUn5PnxVBNBBYupxTA,"Health & Medical, Dentists, Cosmetic Dentists, General Dentistry"
i6kRz3RD8mLg5lqsLgEw9g,"Health & Medical, General Dentistry, Cosmetic Dentists, Dentists, Pediatric Dentists"
OOLuKRfmaTEHXbyo9uTDxQ,"Orthodontists, Dentists, Health & Medical"
J-YcXd_F5w2bxOJJojwClQ,"Health & Medical, Endodontists, Dentists, Cosmetic Dentists, General Dentistry"
Y75hc9d4gqrn83xgdQjbjA,"Cosmetic Dentists, Dentists, Health & Medical, Endodontists, General Dentistry"
i49PKOElGtRHDWjJj6sn1g,"Health & Medical, Endodontists, Oral Surgeons, Dentists"
1YdiQM-3oAQMPlFJbI0e0A,"Pediatric Dentists, Health & Medical, Dentists"
aAU2bC5xFpT0DCKAsQiRmQ,"Health & Medical, Dentists, General Dentistry"
wRHQyKemsACJ6DHmx0UcAg,"Dentists, Cosmetic Dentists, Teeth Whitening, Prosthodontists, General Dentistry, Health & Medical, Beauty & Spas"
9KDoHgNqyHgItHt2hvD1TA,"Health & Medical, Pediatric Dentists, Orthodontists, General Dentistry, Dentists, Cosmetic Dentists"
UXUMRPkaW22aNV5C7e4Uvw,"Endodontists, Cosmetic Dentists, Health & Medical, General Dentistry, Dentists"
ViUfT5SN-CBA8NO_kR4k7A,"Health & Medical, Dentists"
gL0GOZ3ZMgTFHrwb3w8bKw,"Pediatric Dentists, Medical Centers, Health & Medical, Dentists, General Dentistry"
4y30lPblB1eQVQyEY9SRUw,"Periodontists, Health & Medical, Cosmetic Dentists, Endodontists, General Dentistry, Dentists"
-Mm02AeY1PMGg-l-ShMxUg,"Dentists, Cosmetic Dentists, General Dentistry, Health & Medical"
7sEP_h9jA5JX6VAsTFO2vA,"Dentists, Orthodontists, General Dentistry, Endodontists, Health & Medical"
7wa2_l3drIbBLq82IBZoew,"Medical Centers, Pediatric Dentists, Dentists, Oral Surgeons, Cosmetic Dentists, General Dentistry, Health & Medical"
Sbh5IGHo454abMGDfVYQDw,"General Dentistry, Dentists, Cosmetic Dentists, Doctors, Health & Medical"
6sVuS3WE2Khk_kIvHRZCIQ,"Dentists, Health & Medical, Orthodontists"
SkP1kJXcsKMR6rFm54h42w,"Health & Medical, Cosmetic Dentists, Dentists, General Dentistry"
ITxC5t3OvfyNEaigQZmdyw,"Health & Medical, General Dentistry, Dentists"
wcz472ULcfh0qzJ50xlIEQ,"Health & Medical, General Dentistry, Dentists"
2h9Ea8gGZPQ81sFq9GnfZw,"Cosmetic Dentists, Orthodontists, General Dentistry, Dentists, Oral Surgeons, Health & Medical"
Bj617ckQhnX4EKyM3mo6Ug,"Shopping Centers, Shopping, Health & Medical, Cosmetic Dentists, General Dentistry, Dentists"
vVogB9GyM3-8_6UXaqMWMQ,"Oral Surgeons, Health & Medical, Dentists"
CgR7tMrwRP_AaZhqvZgm2w,"Cosmetic Dentists, Dentists, Orthodontists, Health & Medical, General Dentistry"
TWU9-27BEFIJQkDn8Av7Tw,"Dentists, General Dentistry, Cosmetic Dentists, Health & Medical"
UOYSsx506o2BeE6UJoE_KA,"Health & Medical, Dentists, Oral Surgeons"
iRH1ApvDfnuLZMKxEFelGg,"Orthodontists, Dentists, Endodontists, Health & Medical, Cosmetic Dentists, General Dentistry, Pediatric Dentists"
PGszGCfreZpxdso-YPsGlA,"Dentists, Health & Medical, General Dentistry"
95kJo3h0ksQrVArP9L8euA,"Dentists, General Dentistry, Health & Medical"
9Dp3GdYXtgnvlwZgx1mC7Q,"General Dentistry, Periodontists, Dentists, Cosmetic Dentists, Health & Medical, Prosthodontists"
5e8DwCWMFNrnyM5xmbXZkg,"Cosmetic Dentists, Health & Medical, General Dentistry, Dentists"
B1I54bu8w5MikyFr7IUD7A,"Dentists, General Dentistry, Health & Medical"
o6UV-glFmBMj9bMKpyztCg,"Endodontists, Health & Medical, Dentists"
2oaiYdbhmsbZXRyTdrqINw,"Cosmetic Dentists, Health & Medical, General Dentistry, Dentists"
nglAb6F6v5mFpsb3HImHWw,"Cosmetic Dentists, Endodontists, General Dentistry, Dentists, Health & Medical"
DHfI1VTn-QUTmfX-7aEZ9Q,"Dentists, Doctors, Health & Medical, Oral Surgeons, General Dentistry"
tCd1KcokjyyhJRqxJil8RQ,"Pediatric Dentists, Dentists, Health & Medical"
I6suYpV7mM39v_M65NkmUA,"Cosmetic Dentists, Health & Medical, General Dentistry, Dentists, Endodontists"
GDkgXwtXemti3Qf4FPeCuw,"Cosmetic Dentists, General Dentistry, Health & Medical, Dentists"
3tObkTUF3CMcrXRkXnt1oQ,"Dentists, Orthodontists, Health & Medical"
uDm3fHxFKCOqdbuI91Qesg,"Health & Medical, General Dentistry, Dentists"
3QPOPoWRdrXYu_SRAILBjQ,"Health & Medical, General Dentistry, Dentists"
D98qh9YE8ZQzOxakqSnZcw,"Dentists, Cosmetic Dentists, Health & Medical"
ckevgV4hJkFrrXOUP_BYgQ,"General Dentistry, Oral Surgeons, Health & Medical, Cosmetic Dentists, Dentists"
89Plk8z0O7IjADOBhhmu-A,"Endodontists, Dentists, Periodontists, General Dentistry, Cosmetic Dentists, Health & Medical"
wdWhp-68bkgOPioias9q1Q,"Dentists, General Dentistry, Health & Medical"
u-pdqWz1Ufk252LtNS6oiA,"Health & Medical, Dentists, Orthodontists, Pediatric Dentists"
W8FgYg-iABkjxOPZRVBi2Q,"Cosmetic Dentists, Health & Medical, General Dentistry, Dentists"
5VGLWPQjjiY3rzk1tcaicA,"Endodontists, Health & Medical, Dentists"
qz3rHvjArIeC2tuKzdT2QQ,"General Dentistry, Dentists, Health & Medical, Cosmetic Dentists, Pediatric Dentists"
ZTAv9NpMhjt6kbYB_Y29-A,"Dentists, Cosmetic Dentists, Health & Medical, General Dentistry"
B4rYQZbHPBm8XOdlKPe5Rw,"Health & Medical, General Dentistry, Dentists"
KUaaFFQ5ClCc2EJAHP7ZRQ,"General Dentistry, Dentists, Pediatric Dentists, Health & Medical, Cosmetic Dentists"
I8HWdCccMQFmM61Mvo6WHA,"Dentists, Health & Medical, Endodontists, Cosmetic Dentists, General Dentistry, Periodontists"
A_5xJJJEkJoxRndPDHoAZg,"Endodontists, Health & Medical, Cosmetic Dentists, Dentists, General Dentistry"
QoGJ65YecJb_Oo_TvrhgKQ,"Dentists, Health & Medical, Endodontists"
aHR4yZDAdubZKnlk9-j7jA,"Dentists, Endodontists, Health & Medical"
ijfn-oYIjFamwKGheksKrg,"Health & Medical, General Dentistry, Dentists"
YgWGWza3sXzI0brcOogR5A,"Dentists, General Dentistry, Endodontists, Health & Medical, Cosmetic Dentists"
0Q8qkmzeiYCTs7taERNHMw,"Health & Medical, Cosmetic Dentists, General Dentistry, Dentists, Oral Surgeons"
-KEtVS5Fdb8QP-jhdAG4IA,"Dentists, Health & Medical, General Dentistry"
tT5mW_pwxtcKAnDdcqlTUw,"Orthodontists, Health & Medical, Dentists"
Txrc2OWJ4E_eyCwi9hMBpw,"Dentists, Health & Medical, General Dentistry"
6yVIc1Q0UANIAhjRlty_gw,"Dentists, Health & Medical, General Dentistry"
FLU2aB7we4kyNIkaCKgqZg,"Orthodontists, Cosmetic Dentists, Health & Medical, General Dentistry, Dentists"
mwaM893Y1doIP9EN_chtJA,"Health & Medical, General Dentistry, Dentists"
p8VIJfXh3cgbhTWDj3CCoQ,"Orthodontists, Cosmetic Dentists, Oral Surgeons, General Dentistry, Periodontists, Health & Medical, Dentists"
TZeM6NfeGHjdMzTAES-PIw,"Oral Surgeons, Endodontists, Health & Medical, Cosmetic Dentists, General Dentistry, Dentists"
EZipqWNnzqH8l_cc8qO7eQ,"Cosmetic Dentists, Health & Medical, Orthodontists, Oral Surgeons, Dentists, General Dentistry"
rZWsdqsf38Yet4PTpHzMcg,"Dentists, Health & Medical, General Dentistry"
Pg2UzXEPYIYj4gHCQULORQ,"Health & Medical, Orthodontists, Pediatric Dentists, Dentists"
L000BhgiQLus5ytF3BD7QQ,"Cosmetic Dentists, Health & Medical, Dentists, General Dentistry"
5FPQOwwPkBEiy8df8d0SPQ,"Endodontists, Health & Medical, Dentists"
vZBpSHpbGRnlbKpchhbnEQ,"Oral Surgeons, Health & Medical, Dentists, General Dentistry"
cRn5g5UvtnZ5877QXj2hZA,"Dentists, Health & Medical, Orthodontists, General Dentistry, Cosmetic Dentists"
uAawjMcQIh1BPbC26xyfyw,"Orthodontists, Health & Medical, Dentists"
2CYrmZYcYo60X9SvHz1dSA,"Health & Medical, Cosmetic Dentists, Dentists, General Dentistry"
OpUsDrJYgiPfNa5Pv_VfSg,"Dentists, Health & Medical, Orthodontists, Pediatric Dentists, Doctors"
Zy3H2s4w1rDCClotfMZ6Tw,"General Dentistry, Dentists, Orthodontists, Health & Medical, Periodontists, Cosmetic Dentists"
6Ra13Eds0yyCH9-tgd7rIg,"General Dentistry, Health & Medical, Dentists"
ZKQ_6DxU4j5BTibK6WaYXw,"Dentists, General Dentistry, Cosmetic Dentists, Health & Medical"
hNT1SQTDIQwyX7yQMvZIWg,"Health & Medical, General Dentistry, Dentists"
APcFo99cz3EY-0MH6Q7WkQ,"Health & Medical, Cosmetic Dentists, General Dentistry, Dentists"
ubueu3BlgZfcDv-jN1f6zQ,"Oral Surgeons, Dentists, Health & Medical"
vE3N3uxyhURh4V-4gxCAtA,"Cosmetic Dentists, General Dentistry, Health & Medical, Dentists, Orthodontists"
Kka0I_5AOFL3-H9tLu2j4A,"Dentists, Health & Medical, General Dentistry, Orthodontists"
RUOEKZCsyG1yMhk4O0hSrA,"General Dentistry, Dentists, Health & Medical"
7_o_2yP8jcD5MO6jLKO-oQ,"Health & Medical, Dentists, Cosmetic Dentists, Oral Surgeons"
n-_TyKk8urUqzQbald6-IA,"Periodontists, Health & Medical, Dentists"
cUglM7xau9REYEdsgZqRKw,"Dentists, Oral Surgeons, Doctors, Health & Medical"
1c1pxAYZgcRx48paL-fHUA,"General Dentistry, Health & Medical, Endodontists, Cosmetic Dentists, Dentists, Orthodontists"
oyXbyyUrqbia6NGi-QoV8A,"Cosmetic Dentists, Periodontists, Orthodontists, Health & Medical, Dentists, General Dentistry"
x7Gmk5uy0dzB2fRaIhtBRA,"Endodontists, Periodontists, Health & Medical, Dentists, General Dentistry"
zL3wUpMlxKjbXHQQ9WepsQ,"Health & Medical, Oral Surgeons, Endodontists, Dentists"
oeQc6DYwBg5AKi8LUltOpQ,"Orthodontists, Cosmetic Dentists, Dentists, Health & Medical, General Dentistry, Local Services, Self Storage"
N2MGfFYKrcvzHBS1BPU29w,"Cosmetic Dentists, Endodontists, General Dentistry, Health & Medical, Dentists"
smV5S-8g0PNujq0g-07gcw,"General Dentistry, Health & Medical, Dentists"
8XmlpenlSVf4pzi1_zshFw,"Health & Medical, General Dentistry, Dentists, Cosmetic Dentists, Medical Centers, Oral Surgeons"
VtiHI6DZSH4b9wcHZ1mKNw,"Pediatric Dentists, Health & Medical, General Dentistry, Cosmetic Dentists, Dentists"
OywrYVdZf1tIO51UqhHfsA,"Cosmetic Dentists, Dentists, Health & Medical, Endodontists, Oral Surgeons, General Dentistry"
Lr08NGFEuLAtLpNM6VfM2A,"Health & Medical, Dentists"
Fvwpj5He6HS0FTUDuQAAWA,"Dentists, Pediatric Dentists, Health & Medical, General Dentistry, Cosmetic Dentists"
eM1lqpCUhKs6bj37O4Ec5A,"Dentists, Health & Medical, Pediatric Dentists, General Dentistry"
KXiwq_g2w1Sh4Y7_1nNS1Q,"General Dentistry, Dentists, Health & Medical"
0T2nu8kJYE7C0XN04tFU-Q,"Cosmetic Dentists, Endodontists, Health & Medical, Dentists, General Dentistry"
qWHQMyT17fxpkM7rqPD1tg,"Health & Medical, Orthodontists, Dentists"
R93v1M1Psb7fhFyP2D0lEg,"General Dentistry, Dentists, Health & Medical"
0uAqmdhioZhlgdihsWRyQA,"Dentists, Health & Medical, General Dentistry"
fHWrQo1Stayrqi_5jCv2kg,"Pediatric Dentists, Cosmetic Dentists, Dentists, Orthodontists, Health & Medical, General Dentistry"
BURwnaJgU7b7z9abfP-jSQ,"Health & Medical, Dentists, General Dentistry"
iFcghI3DqyjdDHCvzWg1wQ,"Dentists, Health & Medical"
soOp_MRhpusbUNiO6DpsoQ,"Health & Medical, General Dentistry, Cosmetic Dentists, Dentists"
ZrlOGYE4VqsAQKUcdoEF5Q,"Dentists, General Dentistry, Health & Medical"
Qq3nKydbn3fjKrk7FGK8Aw,"Health & Medical, General Dentistry, Dentists"
JLIBSTHI4bsTqNmzcIWkqA,"Dentists, Pediatric Dentists, Health & Medical"
p9u-aZFTISAhCHI7VjkuCQ,"Health & Medical, General Dentistry, Dentists"
-CLD5kiPRZJ3QyulrmFMPg,"Dentists, Periodontists, Health & Medical, Cosmetic Dentists, Orthodontists, General Dentistry, Oral Surgeons"
efR-6xIvJtruCT8w-e2D4Q,"Pediatric Dentists, General Dentistry, Health & Medical, Dentists, Cosmetic Dentists"
rNUVay5Kvjvw-84jKzBRxg,"Health & Medical, Oral Surgeons, Dentists, Orthodontists, Cosmetic Dentists, Pediatric Dentists, General Dentistry"
O5vIRLymVsYguxyll5I3SQ,"Health & Medical, General Dentistry, Orthodontists, Dentists, Pediatric Dentists, Medical Centers"
yQb0SooSeWYpc9cgFvDVVg,"Health & Medical, General Dentistry, Dentists"
vyrs0eLIWdOj82nHgrqiGQ,"Health & Medical, Periodontists, General Dentistry, Dentists, Cosmetic Dentists"
W0bG1plN3dgtFAZ6E2zRHQ,"Health & Medical, Dentists, General Dentistry"
XNqfEq_CVYltOfg4aUMQrw,"Cosmetic Dentists, Periodontists, Health & Medical, General Dentistry, Dentists, Pediatric Dentists, Orthodontists"
xKmkHUq-3k-Uy5661ai4_g,"General Dentistry, Health & Medical, Dentists"
9J3A6olMNR_5hQg0pOlqKw,"Health & Medical, Cosmetic Dentists, General Dentistry, Dentists"
QUueW_XLMOOdhm6azhyqEA,"General Dentistry, Health & Medical, Orthodontists, Dentists, Cosmetic Dentists"
0NBsEzgEQ5E-CycaFekA3w,"Beauty & Spas, General Dentistry, Cosmetic Dentists, Orthopedists, Dentists, Teeth Whitening, Health & Medical, Doctors"
5tvjRsiXfr54LN4GY1k3BA,"Dentists, Health & Medical, Oral Surgeons"
kRV3J_XCY4qlWZENRTCb9g,"Health & Medical, Endodontists, General Dentistry, Dentists, Oral Surgeons"
WeeRCbI0kH7z4FXdxA2ddg,"Cosmetic Dentists, Dentists, General Dentistry, Health & Medical"
NgXgmaEZ_ytTKpy2yPYvVA,"Dentists, Health & Medical, General Dentistry"
3o3E4VlhmnIEjGDws5zsYA,"Health & Medical, General Dentistry, Dentists, Cosmetic Dentists, Periodontists"
u9k6vc0Dt-hW7ZM8_mXk3Q,"General Dentistry, Dentists, Health & Medical"
Ow2wx0kyg2G2KYxyvsLkew,"Endodontists, Dentists, Health & Medical, General Dentistry, Cosmetic Dentists"
A4zpfBVtcHuY-QO3mbLEug,"Cosmetic Dentists, Health & Medical, Dentists, General Dentistry"
gmAgebRh_ZTgHveW5lmqUw,"Oral Surgeons, Orthodontists, General Dentistry, Cosmetic Dentists, Health & Medical, Dentists"
-b6ANE1W9ZH0g3EdQl7Hsg,"Pediatric Dentists, Endodontists, Dentists, Orthodontists, General Dentistry, Cosmetic Dentists, Health & Medical"
tqmxiakNZTZyVumYFsezPg,"General Dentistry, Cosmetic Dentists, Dentists, Health & Medical, Orthodontists"
kUOMhpldpD60EzYzWgGGAA,"General Dentistry, Oral Surgeons, Periodontists, Health & Medical, Dentists"
bXQIOsMnXH0h_HaXItJVSw,"Health & Medical, Dentists, Orthodontists, Endodontists"
HCzISvdToJTT57UJZxlc3Q,"Orthodontists, Oral Surgeons, Dentists, Health & Medical, General Dentistry"
XzQsErkYfbhbJt8eKE4wcQ,"Endodontists, Dentists, Health & Medical, Cosmetic Dentists, Pediatric Dentists, General Dentistry"
DZTe8LazxrbpNWMYdtbZwg,"General Dentistry, Health & Medical, Cosmetic Dentists, Dentists"
F2BEMVRUL1vkz16eKpoeBg,"Dentists, Health & Medical, Pediatric Dentists"
LXr4Cl7u886e7b7dfPY74Q,"Health & Medical, General Dentistry, Dentists"
inYydawfdLVmcdu6wcKSjg,"General Dentistry, Orthodontists, Health & Medical, Dentists, Cosmetic Dentists"
t18eAYCZ9Z2ntbJwAR7DOQ,"General Dentistry, Cosmetic Dentists, Health & Medical, Dentists"
bPyHiysmlI2WYXJQ6YZHsg,"Dentists, General Dentistry, Health & Medical, Cosmetic Dentists, Orthodontists"
Om1__4RaL8_thXu_K_7XCA,"Pediatric Dentists, General Dentistry, Cosmetic Dentists, Health & Medical, Dentists"
2rYB4rIJAfoUz7SuHk3SbQ,"Health & Medical, General Dentistry, Dentists, Orthodontists, Cosmetic Dentists"
6PpQuIy1N8bhjSfvy3rnRA,"Cosmetic Dentists, General Dentistry, Health & Medical, Dentists, Periodontists"
sUI49E45tZ5RFIcNNYIqvw,"Dentists, General Dentistry, Health & Medical, Cosmetic Dentists, Orthodontists"
9_XOzcBSFEgXFUltQsOxEg,"Cosmetic Dentists, Health & Medical, Beauty & Spas, Teeth Whitening, Dentists"
-QHW6tu9iTmCcWDR4WDQWg,"Dentists, General Dentistry, Health & Medical"
NYb_aCKXZc47VwHlrMh-Bw,"Oral Surgeons, Dentists, Health & Medical"
6lGS8IxIibxtb9CQSP8m3A,"General Dentistry, Dentists, Health & Medical"
r8znttfRmFfviQoqXUsZOQ,"Dentists, Health & Medical, Orthodontists"
IAwou8trWSWtNwvHUJn9hg,"General Dentistry, Endodontists, Cosmetic Dentists, Dentists, Health & Medical"
GOkwlvcLzNc0j8RQ7KMzQw,"Dentists, General Dentistry, Health & Medical"
KRjDR5nXRg1UYqA47aos9Q,"General Dentistry, Health & Medical, Dentists"
DpozOxdfhjfvJkiiOQBy0g,"Health & Medical, General Dentistry, Dentists"
Jms-uTGW4DlP1dmMVQ3s2A,"Dentists, Oral Surgeons, General Dentistry, Cosmetic Dentists, Health & Medical"
rRbX0uGc5rYkR0YRQ8406Q,"General Dentistry, Health & Medical, Orthodontists, Cosmetic Dentists, Dentists"
XQBwBPIVPxdr_11J51NPEQ,"Dentists, Health & Medical, General Dentistry"
NQkCMhnqn4YJ8xZq8QBdPg,"Dentists, General Dentistry, Endodontists, Cosmetic Dentists, Health & Medical"
-B0cfDL0_7PR1rLt0ThiQw,"Dentists, Health & Medical"
tJG7DDcio6YBCnQtRUYVDg,"Cosmetic Dentists, Dentists, Oral Surgeons, General Dentistry, Health & Medical"
_8Vr_LY3vpon_ubRjRh6vg,"Community Service/Non-Profit, General Dentistry, Local Services, Health & Medical, Dentists"
TntoChBvxWEMM44A4ARkiQ,"General Dentistry, Endodontists, Dentists, Cosmetic Dentists, Pediatric Dentists, Health & Medical"
-IHNt19SD5Bz7zHq5pPaLA,"General Dentistry, Cosmetic Dentists, Dentists, Health & Medical, Oral Surgeons"
ULE5YvhDoTzXWrOGyGBDtA,"Health & Medical, Beauty & Spas, Teeth Whitening, Dentists, Endodontists, Pediatric Dentists, General Dentistry, Cosmetic Dentists"
O5s_Pg-8xoLYgb0VS04DaQ,"Health & Medical, General Dentistry, Pediatric Dentists, Cosmetic Dentists, Dentists"
INDFuSJPdzIg7yZZzB6BUw,"General Dentistry, Dentists, Health & Medical, Cosmetic Dentists, Oral Surgeons"
tCCgNaHSrdJHh3DoFv0xMw,"Dentists, Cosmetic Dentists, Health & Medical, General Dentistry, Endodontists"
nB021CAdjTTbbrO_OU9IeQ,"General Dentistry, Health & Medical, Prosthodontists, Dentists, Cosmetic Dentists"
sCYWb6nxINNHMXJS7Reo5w,"Dentists, Health & Medical, General Dentistry, Cosmetic Dentists, Orthodontists, Oral Surgeons"
srKbad9odfjwSua22DiIJw,"General Dentistry, Endodontists, Cosmetic Dentists, Health & Medical, Dentists"
CJumN-ajlQFYGZJvMwaeTA,"Dentists, Orthodontists, Health & Medical"
4r5wnRavG84v-EqtLSEaxg,"General Dentistry, Dentists, Health & Medical, Oral Surgeons"
oYJTbpPEg4_0Up8Z6EvrSQ,"Dentists, Periodontists, Health & Medical"
1qLFgJzsSkpcbNznRiZxUg,"Health & Medical, General Dentistry, Dentists"
3KRqPN4Uv4UbojycDItIng,"General Dentistry, Cosmetic Dentists, Health & Medical, Dentists"
XaCwJ0i98DKHtTS4fDbdWQ,"Dentists, General Dentistry, Orthodontists, Health & Medical, Oral Surgeons, Cosmetic Dentists"
mLST2mJmvAjA2oeJFG-brQ,"Oral Surgeons, Health & Medical, Dentists"
jn_mMk6Jv9i6jIpse1dxUQ,"Health & Medical, General Dentistry, Periodontists, Dentists, Cosmetic Dentists"
0zC1EGTJFd5_xPjHruQMZQ,"Health & Medical, General Dentistry, Dentists, Oral Surgeons, Cosmetic Dentists"
Gbgzu7Pzdky4oOJDnC7-WA,"Health & Medical, Dentists, Pediatric Dentists"
L8Bq9eI4SXwHdCMJKNlFng,"Health & Medical, Periodontists, Dentists"
WO8N8bvDaoYm2CuBDNEXkQ,"Health & Medical, General Dentistry, Oral Surgeons, Dentists, Cosmetic Dentists"
bjCWqLteGWCCJvU0Y9EyzA,"Health & Medical, Orthodontists, General Dentistry, Dentists, Cosmetic Dentists"
uQvCvJ5wMZh0_-lisKhe1A,"Oral Surgeons, Doctors, Health & Medical, General Dentistry, Dentists, Ear Nose & Throat"
5JWbhXdLq-p3ml8Yf2dSlA,"Endodontists, General Dentistry, Cosmetic Dentists, Periodontists, Dentists, Oral Surgeons, Health & Medical"
bfFUXtNnodwisMIgNFNS-g,"General Dentistry, Health & Medical, Dentists, Cosmetic Dentists, Pediatric Dentists"
5Gf2__-6yR2mZLXMdiqwkQ,"Health & Medical, General Dentistry, Periodontists, Cosmetic Dentists, Dentists"
Q44q8sIKaKUKguA2KfhlcA,"Orthodontists, Dentists, Health & Medical"
E2Bo0yi2MUC_mdqVal5W_A,"Dentists, Health & Medical, General Dentistry"
ObdqzZ53NVJqVc9IdrmpjQ,"Dentists, Health & Medical"
0WBhJ8HBvxzNz6-mwL4k4A,"Health & Medical, General Dentistry, Dentists"
NKjduZ3x1DeRL866pS-XEA,"Health & Medical, General Dentistry, Cosmetic Dentists, Dentists, Orthodontists"
QRGjkoL9z0qMs97HtdCZ7A,"Health & Medical, General Dentistry, Cosmetic Dentists, Oral Surgeons, Dentists, Endodontists"
AxCaoM-GBOALlY6jmb3tPA,"Dentists, General Dentistry, Orthodontists, Health & Medical, Pediatric Dentists"
LYOvzXBt8nTWW04Q8Z4Evg,"Health & Medical, Dentists, Orthodontists"
