categories	business_id
"Dentists, Health & Medical, General Dentistry, Oral Surgeons, Cosmetic Dentists"	_7SWIu8jz7z10uF7QrbVkQ
"Cosmetic Dentists, Health & Medical, Pediatric Dentists, General Dentistry, Endodontists, Dentists"	XBfvbNHOji_fRyhzO-KuEw
"Dentists, Orthopedists, Dermatologists, Cardiologists, Health & Medical, Hospitals, Doctors"	0LET9Sv07b3nMYzvBvCyuA
"Oral Surgeons, Cosmetic Dentists, Health & Medical, General Dentistry, Dentists, Endodontists"	jCSlPD4V0yfXoj1BVZsRpw
"Dentists, Cosmetic Dentists, Health & Medical"	V_ILzGmClLXvo9Ca8w1YjA
"General Dentistry, Pediatric Dentists, Dentists, Cosmetic Dentists, Periodontists, Health & Medical"	MqjaeEeOKymKO0czkXxrPw
"Oral Surgeons, Cosmetic Dentists, Dentists, Periodontists, Health & Medical"	WYwvHYGE3MpDEglgDgFIxA
"Dermatologists, Dentists, Health & Medical, Skin Care, Doctors, Beauty & Spas, General Dentistry, Hair Removal, Cosmetic Surgeons, Internal Medicine"	8jNF3AqYt4xWa8ThkK-fmA
"Dentists, Health & Medical, General Dentistry"	HM3At9nxOsdLa9IXNcdAPQ
"Health & Medical, General Dentistry, Cosmetic Dentists, Dentists, Orthodontists"	qAR7sNDDMYMkQtdVm50gfw
"Dentists, Oral Surgeons, Health & Medical, Cosmetic Dentists, General Dentistry"	tPCPy93fnVnvdh9ZBi3FoA
"Dentists, Cosmetic Dentists, Teeth Whitening, General Dentistry, Health & Medical, Beauty & Spas"	_DXC3fKimIJD7klfTUM5gg
"General Dentistry, Cosmetic Dentists, Dentists, Health & Medical"	kpbFCqDZwU547cvbKldt-Q
"Endodontists, Orthodontists, Dentists, Cosmetic Dentists, General Dentistry, Health & Medical"	4qQseAKXwUVEmrqbaNwnCA
"Health & Medical, Dentists, Orthodontists, Pediatric Dentists"	k0JaQ2w3NIgUweASFor0lg
"Dentists, General Dentistry, Oral Surgeons, Health & Medical, Orthodontists"	2ObImZir9RYS2qcx9OwqGA
"Health & Medical, General Dentistry, Dentists"	TteyY0SmpELHkMROR6s7Vg
"Teeth Whitening, Cosmetic Dentists, Beauty & Spas, Dentists, General Dentistry, Health & Medical"	zIfAda0cI3F1zqd91qMiQg
"Dentists, Health & Medical, Orthodontists, Pediatric Dentists"	hHEJKtLjYI6jwGN6U4YqUA
"Health & Medical, Endodontists, Dentists, General Dentistry, Cosmetic Dentists"	i4QFYosxhZalTfSb_rVH3Q
"Cosmetic Dentists, General Dentistry, Dentists, Health & Medical"	B3FbssazAnRuUnpjbJGZVA
"Dentists, Cosmetic Dentists, Oral Surgeons, Health & Medical, General Dentistry"	pWuc0bDPg26Py0mBNyEQZw
"Health & Medical, Dentists"	MyiBkgjzPuQ6yzadFc6mgw
"Dentists, Cosmetic Dentists, Oral Surgeons, Health & Medical, General Dentistry"	SXXdHFGoyN5KgMKj50AjyQ
"Health & Medical, Dentists, Endodontists"	sCEk3GDJSy8kFukQvxDbGg
"Orthodontists, Dentists, Cosmetic Dentists, General Dentistry, Health & Medical"	ZwRfd6EUetQJ4tnoT_cnmw
"General Dentistry, Cosmetic Dentists, Endodontists, Health & Medical, Dentists"	EJUnp-Pxc3SAGPWtOHF4Bw
"Health & Medical, Cosmetic Dentists, Dentists, General Dentistry, Periodontists"	DDlE4BTZDdbBmoZkIVRuxQ
"Cosmetic Dentists, Health & Medical, Dentists, General Dentistry"	2GL-QdWd9_VFtsm4ki8E5g
"Dentists, Health & Medical, Orthodontists"	tB92M_bbhhmyRBFJBZeImw
"General Dentistry, Health & Medical, Dentists, Cosmetic Dentists, Endodontists"	osayJGnSKpoL2wquR4GB5Q
"Health & Medical, Dentists, Cosmetic Dentists, General Dentistry, Pediatric Dentists"	WP--xg2QZ9W9_Jw-2Jd1SA
"Health & Medical, Dentists, General Dentistry"	tZR17hgXu2zkdDXFLkzA_A
"Health & Medical, Dentists, General Dentistry"	d-lupIJT4_yGV20F94bwRA
"Dentists, Health & Medical, General Dentistry, Teeth Whitening, Pediatric Dentists, Beauty & Spas, Cosmetic Dentists"	BNDKVVkejidDjyFVLk0t0A
"Pediatric Dentists, Dentists, Health & Medical"	fZJqnaH4-M97XxLnO2lzyg
"Health & Medical, Oral Surgeons, Dentists, Cosmetic Dentists, General Dentistry"	PCtGx09uk5MVTDaxyy1LgQ
"Dentists, General Dentistry, Health & Medical, Cosmetic Dentists, Orthodontists"	s3NffIM1II6TTIcqqzUxyw
"Health & Medical, General Dentistry, Dentists"	Hje78gWdXHjiLjtxQLjurA
"Oral Surgeons, Health & Medical, General Dentistry, Dentists, Cosmetic Dentists, Pediatric Dentists, Endodontists"	yxvBuxdfojevb1vr7s90eA
"Health & Medical, Storefront Clinics, Dental Hygienists"	mU37UPiX9zMKb0_jZYHQXg
"Endodontists, General Dentistry, Dentists, Health & Medical, Colleges & Universities, Education"	WBSf9xhlz0VZIK-C2189Ag
"Dentists, General Dentistry, Health & Medical"	XwGSlQhDF-SxhCAUjlBPLw
"Health & Medical, Dentists, General Dentistry"	#NAME?
"Health & Medical, Dentists, Orthodontists, General Dentistry"	1Ma0GCQscuaSXlMu3mfHSA
"Health & Medical, Cosmetic Dentists, Dentists, Endodontists, General Dentistry"	F4PxbZUUwIsmY50oVxve0A
"Dentists, Oral Surgeons, Health & Medical, General Dentistry, Orthodontists"	rbCdL5ALXihEGSzC3FvdYQ
"Cosmetic Dentists, Dentists, General Dentistry, Health & Medical"	CFnM6z3vpmNPI8yBpuEkwA
"Dentists, Cosmetic Dentists, Orthodontists, Health & Medical, Endodontists, General Dentistry"	vhs7h3BcGfL35oqi39e9xQ
"Orthodontists, Health & Medical, Dentists"	grVz9v6wPIGVuZvj0iNarg
"Orthodontists, General Dentistry, Dentists, Health & Medical, Cosmetic Dentists"	KSa7oeObO8D0u6-FEMk-KQ
"Doctors, Health & Medical, Dentists, Oral Surgeons, Endodontists, Cosmetic Surgeons"	f13UZ4kKKRWZsbjmWnj2BA
"Cosmetic Dentists, Dentists, General Dentistry, Health & Medical"	D-Tx1tStmjLQhEvmyMzXmQ
"Orthodontists, Dentists, Pediatric Dentists, Doctors, Health & Medical"	VkN_sEoDHzKmUXCfApRigg
"General Dentistry, Health & Medical, Dentists"	2EPJQMDlUF7s-EsGOztxJQ
"General Dentistry, Endodontists, Dentists, Cosmetic Dentists, Health & Medical"	aeCiAf0_bp8oRk-34EQEDw
"Cosmetic Dentists, Health & Medical, Dentists"	9b8rWOES0LO0bZ7DdOaY3w
"Health & Medical, Dentists, Cosmetic Dentists, Orthodontists"	CH5ytWTfEIC2M9Q9TQzj-w
"Pediatric Dentists, Orthodontists, General Dentistry, Dentists, Cosmetic Dentists, Health & Medical"	M0VD7Nr28fPt_5BXzSwTbQ
"Cosmetic Dentists, Dentists, Endodontists, Oral Surgeons, Periodontists, General Dentistry, Health & Medical"	nr0dxoTjfdzTbTUqtwKfDA
"Automotive, Auto Repair, Auto Detailing, Mobile Dent Repair, Windshield Installation & Repair, Auto Glass Services, Body Shops"	koLXLGKU_Q6xCSwdVAse-g
"Dentists, General Dentistry, Health & Medical, Cosmetic Dentists"	hkdAtA0R-Akdi5vNiQuqSQ
"Shopping, Teeth Whitening, Cosmetic Surgeons, Health & Medical, General Dentistry, Home Health Care, Cosmetic Dentists, Restaurants, Medical Transportation, Beauty & Spas, Pizza, Orthodontists, Jewelry, Doctors, Dentists"	RksEyT-_CcEdzQmgEPb27A
"Dentists, Orthodontists, Health & Medical, Cosmetic Dentists"	ul68xJd5VVyuGUakUHtcuw
"Dentists, Endodontists, Health & Medical"	cSxLQMlpjgCzShvIlDzlFQ
"Cosmetic Dentists, Dentists, Health & Medical, Endodontists, General Dentistry"	Jks0sH5izY1dw1C_4RuxkQ
"Dentists, Health & Medical, Endodontists, General Dentistry"	5BDtvnwoGngKNZstN8ZGOA
"Health & Medical, Doctors, Medical Centers, Chiropractors, Dentists, Naturopathic/Holistic, Family Practice, Walk-in Clinics, Acupuncture"	jSm10odmxWoEs0l2CSqang
"Dentists, General Dentistry, Health & Medical, Cosmetic Dentists"	azu2zfcLcNFRSwyc01oDSQ
"General Dentistry, Health & Medical, Dentists, Orthodontists, Pediatric Dentists"	HA2-_hJssxejbzSV8iZScw
"Dentists, Health & Medical, General Dentistry"	ZPjDub_rl7DWGOPsLXpguA
"Oral Surgeons, Cosmetic Dentists, General Dentistry, Dentists, Orthodontists, Health & Medical"	JmtREBOVgtNyQ_ApJAHbEA
"Health & Medical, General Dentistry, Dentists"	ZHpqxC4bS0WCGVkLrHaDkg
"Sleep Specialists, Dental Hygienists, Dentists, General Dentistry, Oral Surgeons, Cosmetic Dentists, Health & Medical"	V4ZxTceyiYScX8tFujtLXg
"General Dentistry, Dentists, Health & Medical"	6y-FyF6Y0kn60rHLEhAx2w
"General Dentistry, Cosmetic Dentists, Oral Surgeons, Dentists, Health & Medical"	OCczQajULtTxnOrQAe1x0g
"Health & Medical, Orthodontists, Dentists, Cosmetic Dentists, General Dentistry"	HovuTpGl5oukaKPyNFmELQ
"Health & Medical, Orthodontists, Cosmetic Dentists, Dentists, Oral Surgeons"	7um7hjnIHcMu1lZNc0Mi5g
"Dentists, Cosmetic Dentists, Oral Surgeons, Health & Medical, Endodontists"	BAaVqY5X20zXPDT0_ipHRQ
"Oral Surgeons, Doctors, Health & Medical, Cosmetic Surgeons, Beauty & Spas, Medical Spas, Dentists"	PdvH90n-NddRV_93VMDl5g
"Health & Medical, Cosmetic Dentists, Dentists, General Dentistry, Periodontists"	EgbBL2LQeXLqLT_DhPwxDg
"Cosmetic Dentists, Dentists, General Dentistry, Pediatric Dentists, Health & Medical"	K0OvBFtwY3TnmxVgiQsEhA
"Dentists, Orthodontists, Cosmetic Dentists, Health & Medical, General Dentistry"	zvklSpJPL7YpLNL4WHLQEg
"General Dentistry, Endodontists, Cosmetic Dentists, Health & Medical, Dentists"	pZtZKKJrc_Vdymmm9Swp8Q
"Dentists, Health & Medical, Periodontists, Oral Surgeons, General Dentistry"	JAmT8O340Q7XCxwBi3x_4w
"Health & Medical, Cosmetic Dentists, Orthodontists, General Dentistry, Dentists"	Bk2oBKiP2mozJn9-tf5s4Q
"Health & Medical, Dentists, General Dentistry, Pediatricians, Doctors"	m4DRBU1iwxPwUld0hTXz8g
"Health & Medical, Dentists, Cosmetic Dentists, Pediatric Dentists, General Dentistry"	DiTieZ3fDO1cmwJFkGs3Rg
"Health & Medical, Cosmetic Dentists, Periodontists, General Dentistry, Dentists"	dYDkfxETOzNU2ZxGFyrlmg
"Endodontists, Cosmetic Dentists, General Dentistry, Health & Medical, Dentists"	AbRIvxhf1rYH7dBjJZgyPg
"Mobile Dent Repair, Auto Detailing, Body Shops, Automotive"	A7yZC9r8jLCNzOt8oj9Z6Q
"Cosmetic Dentists, Orthodontists, Health & Medical, Oral Surgeons, Dentists, General Dentistry"	LQ61tDin3oUVfEmclr6KXQ
"Cosmetic Dentists, Dentists, Health & Medical, General Dentistry, Oral Surgeons"	LWwghkmQrhhcFsrk6jtUQQ
"Dentists, General Dentistry, Health & Medical"	K_F59y0VItzfUH4_EL1BXw
"Dentists, General Dentistry, Cosmetic Dentists, Periodontists, Health & Medical"	PabG24rYJnHnTzmcAhHeyA
"Health & Medical, General Dentistry, Pediatric Dentists, Dentists, Cosmetic Dentists"	OvOA6GeptpmHJXL6o2oa6A
"Health & Medical, Endodontists, General Dentistry, Dentists, Cosmetic Dentists, Periodontists"	fw6jdJy2pBud2Ux32vIVYQ
"Orthodontists, Dentists, Health & Medical"	9K9axLSRT8OJ6NqgIiGPag
"Health & Medical, Dentists, General Dentistry"	tGMx-EvYkAxiFBDMh3JTgw
"Oral Surgeons, Dentists, Health & Medical, General Dentistry"	Hd84xO3Dx5Wo8e7TZod_Fg
"Automotive, Car Stereo Installation, Mobile Dent Repair, Auto Detailing, Car Window Tinting, Auto Glass Services"	GCkv_2VgW2Ke2d6S0u_-ZA
"Dentists, Cosmetic Dentists, Health & Medical"	ezd1gtbpQxitGaJ7GI5xnw
"General Dentistry, Dentists, Health & Medical"	UpqjBm4ZMBiupzj3VjW56g
"Cosmetic Dentists, Dentists, Health & Medical, Endodontists, General Dentistry, Oral Surgeons"	R08ScJdnhzDZJ1xBr29grw
"Orthodontists, Dentists, Cosmetic Dentists, Health & Medical, General Dentistry"	nHP3h0O-5T1bQEHUop4gTg
"Oral Surgeons, General Dentistry, Health & Medical, Dentists, Cosmetic Dentists"	fVZ0jvXA_WYXzeT4lfsv-A
"General Dentistry, Cosmetic Dentists, Health & Medical, Pediatric Dentists, Dentists"	RE5uwf7kuckpy9gKq6i2aw
"Cosmetic Dentists, Dentists, Health & Medical"	P09QkWQwElBal8vSAe_E_g
"General Dentistry, Oral Surgeons, Cosmetic Dentists, Health & Medical, Orthodontists, Doctors, Dentists"	4foKEzZMx7pL1DWvqLXfcQ
"Oral Surgeons, Orthodontists, Health & Medical, Cosmetic Dentists, General Dentistry, Pediatric Dentists, Dentists"	WGH2SED-Z_uNw9iLhH5UGw
"Dentists, Health & Medical"	PN25zDY-0sE682yzatBJoA
"Dentists, Cosmetic Dentists, Health & Medical"	KEb0kdfeg-Yp1_Ut0Malmw
"Massage Therapy, Health & Medical, General Dentistry, Dental Hygienists, Endodontists, Dentists, Cosmetic Dentists, Orthodontists"	zc1G2HuJn3zfvq8cYrn6-g
"Health & Medical, Orthodontists, Dentists"	Aj_swu4mITCAiVh0epjcPQ
"Oral Surgeons, General Dentistry, Dentists, Education, Specialty Schools, Health & Medical"	7xBwmqcRDTa8UD4Lsv-iXQ
"Dentists, General Dentistry, Cosmetic Dentists, Health & Medical"	DnLTXkgaWV5Gnp0w5BXtXg
"Health & Medical, General Dentistry, Dentists"	o7h84NTnK4QCkOYSDdfGuQ
"Health & Medical, Dentists"	F71L4utbhIdC-6KOvsa0fw
"Health & Medical, Dentists, General Dentistry, Cosmetic Dentists"	ToOgephmtFvNowO-VTp04w
"Dentists, Health & Medical, General Dentistry"	Fa8Lii6ktdW7VKAkznK-rQ
"General Dentistry, Dentists, Health & Medical"	3jewKauEmZwgo_PLpcsAEg
"Periodontists, Dentists, Health & Medical, Cosmetic Dentists, General Dentistry, Endodontists"	2-fzGk698M7VgMg7nGBKYQ
"Health & Medical, Dentists, General Dentistry, Endodontists, Cosmetic Dentists"	sQp0yepFpFvi2ZO2QSP0Ww
"Surgeons, Health & Medical, Doctors, Oral Surgeons, Dentists"	GJXXXCYcU14pWa546eSzEg
"Health & Medical, General Dentistry, Dentists, Oral Surgeons"	6yC9q81nThejo-Lkbc9Lvg
"Health & Medical, Orthodontists, Beauty & Spas, Prosthodontists, General Dentistry, Dentists, Teeth Whitening"	mFThUoudpVKIr3GJX7DGhQ
"Oral Surgeons, General Dentistry, Orthodontists, Health & Medical, Cosmetic Dentists, Dentists"	NneBr6DkJX4RZnz3tNAiNw
"Oral Surgeons, Cosmetic Dentists, Dentists, General Dentistry, Health & Medical, Pediatric Dentists"	qh5dTNXritViyuqd_Ao6jg
"Health & Medical, Dentists, Orthodontists, General Dentistry"	FxZD_swOQrPClMxJgtq5yg
"Pediatric Dentists, Health & Medical, Dentists"	IcaZI1iFCPT-DS9e0At6kg
"Health & Medical, General Dentistry, Dentists, Cosmetic Dentists"	LnpSLDWDFr2Ge76ud9gR-g
"Oral Surgeons, Dentists, Teeth Whitening, Beauty & Spas, Health & Medical, Pediatric Dentists, Orthodontists, General Dentistry, Cosmetic Dentists, Endodontists"	UREoqxfFXqbj8YOvZHdHBw
"Dentists, Health & Medical, General Dentistry"	gOUfDGVZWU7l4Xx2LkFHoA
"General Dentistry, Health & Medical, Dentists"	4R7D13mbCMPAD7oG4kT85g
"General Dentistry, Cosmetic Dentists, Health & Medical, Dentists, Oral Surgeons"	0aNmEoof8ZTDd8OF2y3mKQ
"Dentists, Health & Medical, General Dentistry"	Urzo5BxvV_tpJ6cUliqCDw
"General Dentistry, Periodontists, Dentists, Oral Surgeons, Cosmetic Dentists, Health & Medical"	bhUoSDtCg3tMXaZeg5LEcA
"Orthodontists, Cosmetic Dentists, Dentists, Health & Medical, General Dentistry"	yNNnP6moRwHKoFNKqjdgWw
"Cosmetic Dentists, Oral Surgeons, General Dentistry, Dentists, Health & Medical, Endodontists"	44oI1UzEaOfUileHthLO9w
"Dentists, Oral Surgeons, Cosmetic Dentists, Health & Medical, General Dentistry"	IGpnmU6ZUYhqRz-c419KEA
"Dentists, Periodontists, Health & Medical, General Dentistry, Cosmetic Dentists"	O-x0GlE1wdxB41pVqby6Xw
"General Dentistry, Dentists, Health & Medical"	VrN8EQAEElyJXvu2jdzQ_w
"Dentists, Lactation Services, Pediatric Dentists, Home Health Care, Medical Centers, Prenatal/Perinatal Care, Health & Medical"	8x9l5om77WK541dtDqfBoA
"General Dentistry, Dentists, Health & Medical"	lX40c95nVIxIZGgrUfacYw
"General Dentistry, Dentists, Health & Medical"	-3K14kIKBH3gBOLf8-XFsg
"Dentists, Oral Surgeons, General Dentistry, Health & Medical"	6FiYR7Buwfo1dzNqFSvmyg
"Health & Medical, Pediatric Dentists, Cosmetic Dentists, Endodontists, General Dentistry, Dentists, Oral Surgeons"	#NAME?
"Endodontists, Cosmetic Dentists, Dentists, General Dentistry, Health & Medical"	g2-Xyv3k2jsy0aMYRfrYlw
"Health & Medical, General Dentistry, Dentists"	KsbFBPHgM-GrWVZ0awlR6A
"Mobile Dent Repair, Automotive, Auto Repair, Body Shops, Auto Detailing"	kd1dU6oCXpB6gMWKZgvmvg
"General Dentistry, Dentists, Health & Medical"	YlYbNMlHPoTg9sbGHS7phw
"Dentists, General Dentistry, Health & Medical"	nCrAPCA_8T82iKgIWhrfkA
"Health & Medical, Dentists, Pediatric Dentists"	lK6W2N_FJdzphlNIB9AIvQ
"Health & Medical, Cosmetic Dentists, Endodontists, General Dentistry, Dentists"	V-a91MAcjTI-w0XD9mtnYw
"General Dentistry, Cosmetic Dentists, Periodontists, Dentists, Health & Medical, Oral Surgeons"	Zk62inP2dgcOpDlN7O6rWw
"Cosmetic Dentists, Dentists, General Dentistry, Health & Medical"	MfoiqttJcMNJW2m-bMc2UA
"Orthodontists, Cosmetic Dentists, Dentists, Health & Medical, General Dentistry"	H1WHpXrsONBs9Z7kBRxFJQ
"General Dentistry, Cosmetic Dentists, Health & Medical, Dentists, Oral Surgeons"	LSgUNZzSgrPIApcwsFEvXA
"Dentists, Health & Medical, General Dentistry"	8YTtX5o2sbG-ov0-AazWAQ
"General Dentistry, Health & Medical, Dentists"	1BQ4dFaOLOigiyGFTw98lA
"Oral Surgeons, Medical Centers, General Dentistry, Cosmetic Dentists, Health & Medical, Dentists"	sWVgiSM7W9Gco5aEvUjbNA
"Health & Medical, Endodontists, General Dentistry, Dentists, Cosmetic Dentists"	fwsh3OTqTbTp4f3kbah_Pg
"Pediatric Dentists, Dentists, Health & Medical, General Dentistry, Cosmetic Dentists"	fqr3dm6pSQ2P9EaO2Zb9Iw
"Health & Medical, General Dentistry, Dentists"	tv0DTNXlaV6ULidWG2aSkA
"Cosmetic Dentists, Health & Medical, Dentists, General Dentistry"	3NSUm3d940xoIqMjVlrfPg
"Orthodontists, Pediatric Dentists, Dentists, Doctors, Health & Medical, General Dentistry"	jzjuLsK36Cbw8j0yvCheEw
"Health & Medical, Medical Centers, Dentists, Pediatric Dentists, General Dentistry"	GSTKD2spAPcYcPDpXvhwzg
"Orthodontists, Health & Medical, Dentists, General Dentistry"	qWFucAXUHEZc7RzcLtcnag
"Dentists, General Dentistry, Cosmetic Dentists, Health & Medical, Endodontists"	UT7G4MFeQKBrA3gcWT3TWQ
"Health & Medical, Orthodontists, Dentists"	Tjm5ip9QE4SWRQtSRZE2EQ
"Dentists, General Dentistry, Cosmetic Dentists, Pediatric Dentists, Health & Medical"	d3-QeisXs4kzRzEEWPB-cQ
"Dentists, General Dentistry, Health & Medical"	dNLg8YWJxcQE6fLuBN7Kvg
"Cosmetic Dentists, General Dentistry, Orthodontists, Dentists, Health & Medical"	m2vXR0HUtqAGcbErdktMxw
"Dentists, General Dentistry, Cosmetic Dentists, Health & Medical"	7hmjJBbAeBS20O7qVfcAjw
"Dentists, Health & Medical, Periodontists"	BPNYhxEsFHU7MSvVljOHLw
"Dentists, Pediatric Dentists, Health & Medical, Orthodontists"	tp5tO0UaAIBNFknxVseVYg
"Health & Medical, General Dentistry, Cosmetic Dentists, Dentists, Pediatric Dentists"	uPiqZmFASsX2vaLth0yEkA
"Orthodontists, Endodontists, Health & Medical, General Dentistry, Dentists"	C5hqEDKnV8m73a_6lifm5w
"Automotive, Auto Detailing, Mobile Dent Repair, Auto Repair, Body Shops"	nxZpGxhutdqwkxu7tD3C0A
"Orthodontists, Dentists, Health & Medical"	8_oVEG3rhm-Kbusd2clRNw
"Dentists, General Dentistry, Cosmetic Dentists, Health & Medical"	oHRC9WcmvpHSlTdMkPnHVg
"Oral Surgeons, Dentists, Orthodontists, Health & Medical, General Dentistry"	OSbM9BFlv2jnxadKMNdV_w
"Dentists, Employment Agencies, Professional Services, Health & Medical"	CY7Mtn1xuifQrI2S96BaQQ
"Health & Medical, General Dentistry, Orthodontists, Dentists, Cosmetic Dentists"	9YWLAzWhys2vnYugzbvugQ
"Dentists, Health & Medical, General Dentistry"	uaGFsPOeBdFYz9sB8fFzVg
"General Dentistry, Cosmetic Dentists, Health & Medical, Dentists, Orthodontists"	R_zAqAv1q3bxFPWeyXNmXw
"Medical Spas, Dentists, Health & Medical, Cosmetic Dentists, Beauty & Spas, Day Spas"	vc8xw9jDjLL7FjuibZkAVg
"Health & Medical, Cosmetic Dentists, Dentists, General Dentistry, Endodontists"	zAeaiw0FzhqOjfrgu_a8xg
"Health & Medical, Dentists"	EO7RzGtvgxnRM2bHcnap_g
"Dentists, Health & Medical, General Dentistry, Cosmetic Dentists"	ViwOpYUVKi4ouM8E22JV5A
"Orthodontists, Cosmetic Dentists, Dentists, General Dentistry, Health & Medical"	q6FooaJ6QnW7XbVbuMBIcA
"Health & Medical, General Dentistry, Dentists, Urgent Care, Dental Hygienists, Periodontists, Endodontists"	5tziJg8trqFzMmxQC8j2fg
"Cosmetic Dentists, Oral Surgeons, Dentists, General Dentistry, Endodontists, Health & Medical"	6cHdoTqTnf_rs2PLOmwDvg
"Health & Medical, Endodontists, Cosmetic Dentists, Dentists, General Dentistry"	m2ZCGkwo_Q6B-Tj34zHT2w
"General Dentistry, Health & Medical, Dentists, Orthodontists, Oral Surgeons"	yV2uzfLYIpPcU_1GAEoRAg
"Pediatric Dentists, Health & Medical, Dentists, Cosmetic Dentists"	cTveul6Cxm6iAytuKOACsA
"Health & Medical, General Dentistry, Cosmetic Dentists, Periodontists, Dentists"	a6zL-MOiWlcttDCjSo_jNQ
"Health & Medical, General Dentistry, Dentists"	fPk5BXb6kFui1UW3OM_gjQ
"Health & Medical, Cosmetic Dentists, General Dentistry, Dentists"	NK0mpZfGalsxzmkelnIufg
"Dentists, Health & Medical, Endodontists"	bOUy2t0gMPsvwP7dtRx4ZQ
"Endodontists, Dentists, Cosmetic Dentists, Health & Medical, General Dentistry, Orthodontists"	FeIpwvIQTzRInR1V6QRHog
"Health & Medical, General Dentistry, Dentists, Periodontists, Cosmetic Dentists"	PUlIQS-MSzMrZwITdY-VGA
"Health & Medical, Cosmetic Dentists, General Dentistry, Dentists, Orthodontists"	McfvOt34VA1PspMLycJRsQ
"Dentists, Health & Medical, Beauty & Spas, Oral Surgeons"	o2y-D3m-ulPezfkUjuDJqQ
"Pediatric Dentists, Health & Medical, General Dentistry, Cosmetic Dentists, Dentists"	5tLfs8DWaKtFXdN5DgURqA
"Cosmetic Dentists, Dentists, Health & Medical, General Dentistry"	GR5j1ALlg-h5t-3jTm_Imw
"Cosmetic Dentists, Dentists, General Dentistry, Health & Medical"	IqPwQtU5ibTqECq8LLqS9Q
"Dentists, Oral Surgeons, Health & Medical, General Dentistry, Prosthodontists, Cosmetic Dentists"	Lzxh3hH1WQ18FMPsXpNVbw
"Health & Medical, Cosmetic Dentists, General Dentistry, Dentists"	r9UXn4cVF62Jw3mJloo1ug
"Health & Medical, General Dentistry, Dentists"	n5YEXXY2J5RE73VJ7amROw
"Health & Medical, Cosmetic Dentists, General Dentistry, Dentists"	X2kgvFEhJb_8ihiO5JlLjA
"Health & Medical, General Dentistry, Dentists"	T9xhm2jngsGjKnDEFXSohw
"General Dentistry, Health & Medical, Dentists"	POFe-CHwMwoziYbPTw-4VQ
"Orthodontists, Real Estate, General Dentistry, Home Services, Mortgage Brokers, Dentists, Cosmetic Dentists, Health & Medical, Contractors"	kvWJlMXJIfNGoNBbUIfmlA
"Dentists, Health & Medical, Pediatric Dentists, Cosmetic Dentists, General Dentistry, Endodontists"	p9t0KoyMJZRFQ9TVWjcIDw
"Cosmetic Dentists, Health & Medical, Dentists, General Dentistry"	ZLfFJu00w8UJ-cPJ5g-5Yg
"General Dentistry, Cosmetic Dentists, Health & Medical, Dentists, Periodontists"	jGppfjcHVyQnWYUfNpTx_Q
"General Dentistry, Dentists, Health & Medical"	yvOsoGDBbnNcSA8pEjWx3w
"Oral Surgeons, Health & Medical, Orthodontists, Dentists"	JxyyuaV7rLkyXaB3Mkj8bg
"Oral Surgeons, Dentists, Cosmetic Dentists, Health & Medical, General Dentistry"	ta5bmQaQayUyXlXbvvW_gQ
"Oral Surgeons, Orthodontists, Dentists, General Dentistry, Health & Medical, Cosmetic Dentists"	kdG00A7E2Rri2ZJRca3rEA
"Health & Medical, General Dentistry, Cosmetic Dentists, Orthodontists, Dentists, Oral Surgeons"	6wUkrUR89sLe15tm6MJW5A
"Health & Medical, Dentists, Cosmetic Dentists, General Dentistry"	9CV_pAsraryppsgJGOwmSg
"Health & Medical, Orthodontists, Dentists, General Dentistry, Cosmetic Dentists"	J2gYIzlrfotDKNU1B5-LYA
"Cosmetic Dentists, Dentists, Orthodontists, General Dentistry, Health & Medical"	T9cAwl32OBgi0o8rQe8PJA
"Orthodontists, Teeth Whitening, Health & Medical, Cosmetic Dentists, Beauty & Spas, Dentists"	GI6T_KmmZuScKxzHgyYKKg
"Orthodontists, Pediatric Dentists, Dentists, Health & Medical"	2VI5qse_Uew3szoTcLrJMg
"Dentists, Health & Medical, Orthodontists"	mSwr8_PzTtdTbk4g0PumFw
"Dentists, Orthodontists, Health & Medical"	RuRA-akI8GJbJr7lgjxT-A
"Dentists, General Dentistry, Cosmetic Dentists, Health & Medical"	GhM6y2RX1zU-Gc0ustXsqw
"Health & Medical, Dentists, General Dentistry, Cosmetic Dentists, Orthodontists"	bHgcGBvPC6VSn1F-82xiYA
"Dentists, General Dentistry, Teeth Whitening, Beauty & Spas, Health & Medical"	I4B032vl6u_xJyoMp-QnSA
"Dentists, Cosmetic Dentists, Health & Medical, General Dentistry, Endodontists"	Kp2wEdQcAdU20it_aQNvcA
"Cosmetic Dentists, Dentists, Oral Surgeons, Health & Medical, Periodontists, General Dentistry"	973nneT7EUq8p2JU5bQjsQ
"Cosmetic Dentists, Health & Medical, General Dentistry, Pediatric Dentists, Dentists"	E7nfgIOjRL4Pl4QoNo3CvA
"Oral Surgeons, Dentists, Prosthodontists, Health & Medical"	ydBSz2EmoHRyV4u_UE65pA
"Health & Medical, Dentists, General Dentistry"	RGaZeKZpLj_D8xyJIUfkFg
"Health & Medical, Dentists"	hFQJQPoa8rRA9RLaTRVHog
"Teeth Whitening, Beauty & Spas, Health & Medical, Cosmetic Dentists, Dentists"	vyQXWs5WVg86EuiJVtUYjQ
"Cosmetic Dentists, Oral Surgeons, Dentists, General Dentistry, Endodontists, Health & Medical"	NhyFQDHq2murv7_DrGQAuw
