restaurantId,foodname,price,food type
959846,Gooseberry Pancakes,29.09,Korean
156258,Deep-Fried Dark Beer Beef,20.38,Japanese
108663,Simmered Sweet & Spicy Bear,29.86,Mexican
761315,Braised Tomatoes & Shrimps,21.78,American
736186,Smoked Sweet & Spicy Alligator,14.80,Chinese
389835,Smoked Thyme & Parsley Moussaka,11.29,Indian&Mexican
535669,Cured Fennel & Garlic Bread,14.69,Vitenamese
116226,White Chocolate and Banana Milk,20.52,American Chinese
458676,Chocolate and Raspberry Yogurt,12.30,Korean
818278,Pecan Waffles,27.30,Japanese
140190,Cashew Whip,29.47,Mexican
971187,Poached Lime & Ginger Yak,11.87,American
654055,Cured Honey & Thyme Ostrich,25.60,Chinese
593576,Dried Sweet & Fresh Crocodile,19.27,Indian&Mexican
857473,Fried Cucumber & Lime Prawns,18.08,Vitenamese
845277,Dried Easter-Style Lasagna,15.55,American Chinese
623754,Marinated Mushroom Roll,24.59,Korean
877213,Passion Fruit and Elderberry Ice Cream,13.90,Japanese
877924,Chestnut and Honey Pie,12.13,Mexican
245771,Honey Toffee,19.08,American
506715,Strawberry Pud,27.50,Chinese
497424,Sautéed Red Whine Boar,24.45,Indian&Mexican
178217,Slow-Cooked Mushroom & Rosemary Ostrich,13.91,Vitenamese
682227,Infused Paprika Snapper,10.97,American Chinese
716315,Brined Dark Ale Frog,24.36,Korean
375012,Gentle-Fried Apricots & Honey Pizza,10.78,Japanese
735214,Baked Coriander & Lemon Walnuts,12.26,Mexican
909108,Mint and Cashew Custard,24.22,American
190552,Rum and Pecan Pie,15.14,Chinese
174282,Grapefruit Waffles,22.41,Indian&Mexican
819387,Mango Strudel,14.94,Vitenamese
154306,Oven-Grilled Garlic & Onion Bear,16.72,American Chinese
435584,Blanched Creamy Ostrich,12.93,Korean
299062,Cured Souther-Style Fish,29.43,Japanese
580461,Breaded Walnuts & Scallops,21.78,Mexican
288557,Breaded Fennel & Lemon Rice,17.60,American
777520,Fried Sour Risotto,26.67,Chinese
727587,Orange and Licorice Cheesecake,25.94,Indian&Mexican
546000,White Wine and Licorice Pound Cake,10.99,Vitenamese
149370,Melon Bread,28.26,American Chinese
873024,Rum Sundae,16.07,Korean
348043,Basted Yogurt Boar,20.98,Japanese
724860,Simmered Raspberry & Peanut Venison,16.29,Mexican
300879,Pressure-Cooked Creamy Crocodile,11.93,American
687798,Seared Apples & Mustard Prawns,13.04,Chinese
716898,Engine-Cooked Creamy Risotto,17.52,Indian&Mexican
731125,Oven-Baked Basil & Clove Winter Vegetables,11.90,Vitenamese
298198,Rum and Grapefruit Pudding,21.18,American Chinese
203974,Pecan and White Chocolate Fruitcake,18.81,Korean
469181,Walnut Cone,29.83,Japanese
909337,Cranberry Jelly,13.88,Mexican
723919,Blanched Fennel & Lemon Pheasant,19.98,American
107014,Roasted Cinnamon Horse,26.80,Chinese
937169,Broasted Saffron Clams,26.52,Indian&Mexican
126747,Simmered Vegetables & Lobster,28.76,Vitenamese
945506,Poached Peanuts & Stracciatella,27.76,American Chinese
277621,Pan-Fried Raspberry & Peanut Bisque,17.57,Korean
304665,Mint and Pecan Snacks,20.41,Japanese
774580,Coconut and Lime Buns,29.09,Mexican
591801,Cashew Toffee,11.41,American
583015,Dark Chocolate Molten Cake,12.52,Chinese
768930,Basted Mint & Mustard Yak,23.71,Indian&Mexican
601985,Barbecued Sweet & Spicy Pork,15.48,Vitenamese
415812,Engine-Cooked Fennel & Orange Lobster,13.12,American Chinese
875433,Stewed Apricot & Basil Shrimps,14.03,Korean
254671,Cured Basil & Mint Bake,19.81,Japanese
124204,Pressure-Cooked Chestnuts & Pasta,16.21,Mexican
652072,Banana and Passion Fruit Pound Cake,24.44,American
549997,Cinnamon and Coconut Cookies,19.39,Chinese
636146,Nutmeg Tarte Tatin,12.74,Indian&Mexican
752161,Vanilla Cobbler,11.06,Vitenamese
974154,Braised Lime-Coated Boar,15.43,American Chinese
905862,Baked Blueberry Ostrich,23.83,Korean
961000,Seared Hot & Sweet Tuna,29.39,Japanese
754382,Oven-Baked Tomatoes & Scallops,27.43,Mexican
617166,Deep-Fried Mustard & Thyme Gratin,12.70,American
980087,Baked Confit of Minestrone,29.89,Chinese
406050,Coffee and Mango Tarte Tatin,14.21,Indian&Mexican
919509,Grapefruit and Ginger Pie,29.61,Vitenamese
791597,Coconut Delight,11.35,American Chinese
138106,Cranberry Pancakes,20.61,Korean
853582,Fire-Grilled Sweet & Fresh Ostrich,25.26,Japanese
219500,Cooked Sour & Cream Yak,12.76,Mexican
695102,Stir-Fried Confit of Fish,25.13,American
565844,Breaded Fennel & Orange Herring,23.68,Chinese
318577,Engine-Cooked Truffles & Salad,23.14,Indian&Mexican
179368,Barbecued Chestnuts & Forest Mushrooms,29.21,Vitenamese
451091,Saffron and Praline Cake,10.62,American Chinese
502031,Blueberry and Mint Crumble,10.94,Korean
845244,Cocoa Custard,17.77,Japanese
826261,Cardamom Crumble,14.90,Mexican
403372,Simmered Pasta & Quail,17.06,American
788065,Dry-Roasted Salt & Savory Turkey,28.98,Chinese
990951,Poached Pepper & Garlic Crab,25.42,Indian&Mexican
777112,Dried Vegetables & Shrimps,17.45,Vitenamese
605118,Simmered Onions & Tomato Chutney,28.54,American Chinese
346185,Infused Garlic Winter Greens,12.59,Korean
365085,Peach and Coconut Yogurt,12.28,Japanese
441212,Apple and Hazelnut Pudding,28.26,Mexican
515329,Caramel Candy,23.62,American
193170,Ginger Toffee,13.76,Chinese
961312,Slow-Cooked Onions & Tomato Pheasant,15.77,Indian&Mexican
534162,Dry-Roasted Soy Venison,18.64,Vitenamese
296999,Oven-Baked Mushroom & Rosemary Cod,27.68,American Chinese
627757,Stewed Northern-Style Frog,24.17,Korean
795408,Fire-Grilled Blueberry & Mushroom Minestrone,29.06,Japanese
984636,Stir-Fried Pine Chutney,21.55,Mexican
559064,Date and Grape Toffee,12.99,American
315093,Grape and Red Wine Fudge,27.29,Chinese
133692,Vanilla Toffee,14.16,Indian&Mexican
337630,Dark Chocolate Tart,17.57,Vitenamese
709634,Tenderized Basil & Lime Yak,11.61,American Chinese
639841,Basted Garlic & Onion Horse,21.55,Korean
519839,Smoked Peas & Mushroom Scallops,10.56,Japanese
615907,Thermal-Cooked Lime & Ginger Prawns,12.55,Mexican
663306,Grilled Creamy Bread,19.88,American
126499,Fire-Roasted Oregano Rice,11.91,Chinese
173885,Nutmeg and Pineapple Doughnut,20.99,Indian&Mexican
287105,Mandarin and Milk Chocolate Fudge,27.20,Vitenamese
879711,Strawberry Gingerbread,14.80,American Chinese
611325,Cherry Soufflé,11.79,Korean
904130,Sautéed Carrot & Coriander Venison,16.30,Japanese
388934,Deep-Fried White Wine Pigeon,29.31,Mexican
126647,Pressure-Fried Ginger Salmon,14.93,American
895990,Tenderized Black Pepper Salmon,25.41,Chinese
772441,Barbecued Truffles & Spring Greens,24.10,Indian&Mexican
159842,Brined Egg & Coconut Linguine,23.70,Vitenamese
598673,Pecan and Coffee Toast,11.27,American Chinese
926986,Grape and Walnut Fruitcake,24.62,Korean
645607,Peach Soufflé,11.56,Japanese
282994,Papaya Delight,16.44,Mexican
995462,Fire-Grilled Dark Beer Mammoth,26.80,American
797141,Marinated Lime-Coated Ostrich,13.98,Chinese
902554,Pan-Fried Garlic & Rosemary Cockles,23.99,Indian&Mexican
246845,Baked Oregano Prawns,10.11,Vitenamese
903241,Simmered Fennel & Lime Calzone,29.35,American Chinese
672805,Oven-Grilled Hot & Sweet Forest Mushrooms,27.70,Korean
679507,Walnut and Lemon Bread,17.48,Japanese
154716,Cardamom and Mint Doughnut,26.64,Mexican
816154,Pistachio Roll,23.76,American
373128,Lemon Pie,14.59,Chinese
175389,Oven-Baked Peanuts & Boar,12.36,Indian&Mexican
696293,Barbecued Salted Venison,22.28,Vitenamese
187219,Pan-Fried Mushroom & Rosemary Clams,17.97,American Chinese
627634,Cured Cinnamon Mussels,13.45,Korean
679564,Oven-Baked Garlic & Ginger Spring Vegetables,16.96,Japanese
412253,Broasted Confit of Salad,21.49,Mexican
380229,Honey and Strawberry Jam,15.74,American
478310,Cherry and Pistachio Crispies,20.07,Chinese
589720,Date Whip,28.92,Indian&Mexican
816996,Praline Ice Lollies,15.09,Vitenamese
791705,Breaded Egg & Beans Pheasant,11.60,American Chinese
987256,Stir-Fried Stew of Beef,13.44,Korean
997007,Fried Light Ale Crab,24.32,Japanese
795794,Sautéed Saffron & Shallot Clams,10.32,Mexican
136144,Pressure-Fried Forest Roll,28.09,American
145732,Breaded White Wine Walnuts,25.84,Chinese
569389,White Wine and Hazelnut Gingerbread,17.90,Indian&Mexican
219955,Hazelnut and Pineapple Fruit Salad,28.95,Vitenamese
741553,Cherry Molten Cake,24.41,American Chinese
783574,Mint Surprise,21.33,Korean
839876,Smoked Peach & Vinegar Turkey,26.49,Japanese
147505,Grilled Basil & Clove Lamb,20.43,Mexican
455333,Breaded Peppermint Salmon,10.76,American
581234,Stir-Fried Sweet & Spicy Cockles,14.25,Chinese
602517,Stir-Fried Easter-Style Spring Vegetables,17.45,Indian&Mexican
915143,Grilled Mushroom Potatoes,29.68,Vitenamese
930809,Apple and Coconut Crispies,12.40,American Chinese
238902,Pecan and Cinnamon Pound Cake,20.56,Korean
187879,Milk Chocolate Yogurt,14.96,Japanese
333621,Avocado Wafer,18.00,Mexican
627690,Pickled Honey & Thyme Beef,14.50,American
737124,Thermal-Cooked Salt & Savory Rabbit,29.57,Chinese
577647,Stir-Fried Souther-Style Frog,15.67,Indian&Mexican
195705,Breaded Fennel & Lemon Snapper,22.15,Vitenamese
120071,Infused Dark Beer Risotto,17.02,American Chinese
144056,Simmered Butter Flatbread,29.97,Korean
661907,Pistachio and Grapefruit Pie,25.02,Japanese
472945,Almond and Cranberry Genoise,13.14,Mexican
981896,Plum Cobbler,28.58,American
325129,Chestnut Strudel,23.93,Chinese
932372,Fried Cucumber & Chicken,21.26,Indian&Mexican
651648,Simmered Fennel Rabbit,18.83,Vitenamese
751156,Poached Light Ale Shrimps,13.83,American Chinese
963194,Fried Blueberry Oysters,14.39,Korean
556830,Baked Creamy Stracciatella,11.76,Japanese
952534,Steamed Potatoes & Gratin,11.81,Mexican
141763,Mango and White Chocolate Crispies,24.40,American
419251,Chestnut and Mango Cobbler,27.79,Chinese
891194,Lime Soufflé,21.52,Indian&Mexican
572006,Elderberry Pie,11.74,Vitenamese
839363,Roasted Salt & Pepper Boar,16.70,American Chinese
417534,Oven-Baked Creamy Beef,10.87,Korean
828553,Broasted Beets & Lemon Oysters,17.35,Japanese
564679,Dried Vegetables & Salmon,28.78,Mexican
309668,Blanched Chestnuts & Linguine,17.50,American
893331,Poached Curry of Moussaka,13.88,Chinese
443301,Almond and Coffee Strudel,10.11,Indian&Mexican
486712,Lime and Hazelnut Cookies,27.64,Vitenamese
594847,Melon Ice Lollies,21.03,American Chinese
285432,Licorice Pavlova,27.99,Korean
690729,Fire-Grilled Sweet & Fresh Ostrich,12.88,Japanese
407024,Cooked Sour & Cream Yak,29.58,Mexican
868277,Stir-Fried Confit of Fish,20.54,American
990458,Breaded Fennel & Orange Herring,13.20,Chinese
843637,Engine-Cooked Truffles & Salad,12.84,Indian&Mexican
718011,Barbecued Chestnuts & Forest Mushrooms,14.41,Vitenamese
300158,Saffron and Praline Cake,28.19,American Chinese
187181,Blueberry and Mint Crumble,15.60,Korean
776244,Cocoa Custard,15.61,Japanese
948394,Cardamom Crumble,19.15,Mexican
826354,Simmered Pasta & Quail,29.29,American
765343,Dry-Roasted Salt & Savory Turkey,21.10,Chinese
480148,Poached Pepper & Garlic Crab,23.65,Indian&Mexican
738706,Dried Vegetables & Shrimps,21.70,Vitenamese
411827,Simmered Onions & Tomato Chutney,15.73,American Chinese
386784,Infused Garlic Winter Greens,21.67,Korean
914695,Peach and Coconut Yogurt,26.57,Japanese
517916,Apple and Hazelnut Pudding,28.90,Mexican
756282,Caramel Candy,22.38,American
173610,Ginger Toffee,26.91,Chinese
552563,Slow-Cooked Onions & Tomato Pheasant,19.05,Indian&Mexican
789182,Dry-Roasted Soy Venison,23.05,Vitenamese
853481,Oven-Baked Mushroom & Rosemary Cod,21.32,American Chinese
856788,Stewed Northern-Style Frog,24.90,Korean
411074,Fire-Grilled Blueberry & Mushroom Minestrone,13.00,Japanese
904256,Stir-Fried Pine Chutney,11.06,Mexican
103846,Date and Grape Toffee,24.44,American
948834,Grape and Red Wine Fudge,13.99,Chinese
141348,Vanilla Toffee,16.40,Indian&Mexican
473490,Dark Chocolate Tart,13.40,Vitenamese
488974,Tenderized Basil & Lime Yak,14.32,American Chinese
259200,Basted Garlic & Onion Horse,21.32,Korean
405635,Smoked Peas & Mushroom Scallops,15.88,Japanese
829211,Thermal-Cooked Lime & Ginger Prawns,27.94,Mexican
404461,Grilled Creamy Bread,15.30,American
437258,Fire-Roasted Oregano Rice,10.49,Chinese
705714,Nutmeg and Pineapple Doughnut,17.82,Indian&Mexican
202730,Mandarin and Milk Chocolate Fudge,11.36,Vitenamese
911431,Strawberry Gingerbread,17.78,American Chinese
222392,Cherry Soufflé,17.96,Korean
640365,Sautéed Carrot & Coriander Venison,10.89,Japanese
609107,Deep-Fried White Wine Pigeon,19.70,Mexican
566096,Pressure-Fried Ginger Salmon,13.24,American
927546,Tenderized Black Pepper Salmon,28.33,Chinese
182524,Barbecued Truffles & Spring Greens,13.59,Indian&Mexican
218354,Brined Egg & Coconut Linguine,14.43,Vitenamese
452256,Pecan and Coffee Toast,12.08,American Chinese
246323,Grape and Walnut Fruitcake,28.99,Korean
258105,Peach Soufflé,10.78,Japanese
663591,Papaya Delight,28.89,Mexican
622611,Fire-Grilled Dark Beer Mammoth,18.37,American
528826,Marinated Lime-Coated Ostrich,17.89,Chinese
259089,Pan-Fried Garlic & Rosemary Cockles,19.97,Indian&Mexican
275911,Baked Oregano Prawns,10.09,Vitenamese
754023,Simmered Fennel & Lime Calzone,23.45,American Chinese
434772,Oven-Grilled Hot & Sweet Forest Mushrooms,24.33,Korean
756842,Walnut and Lemon Bread,10.45,Japanese
699798,Cardamom and Mint Doughnut,24.75,Mexican
707338,Pistachio Roll,12.76,American
532547,Lemon Pie,17.79,Chinese
668158,Oven-Baked Peanuts & Boar,10.45,Indian&Mexican
365193,Barbecued Salted Venison,10.37,Vitenamese
233707,Pan-Fried Mushroom & Rosemary Clams,21.51,American Chinese
894792,Cured Cinnamon Mussels,25.65,Korean
819436,Oven-Baked Garlic & Ginger Spring Vegetables,24.90,Japanese
474159,Broasted Confit of Salad,17.43,Mexican
626297,Honey and Strawberry Jam,19.74,American
879166,Cherry and Pistachio Crispies,28.77,Chinese
833200,Date Whip,18.34,Indian&Mexican
770004,Praline Ice Lollies,29.03,Vitenamese
750496,Breaded Egg & Beans Pheasant,13.03,American Chinese
307906,Stir-Fried Stew of Beef,10.28,Korean
471275,Fried Light Ale Crab,22.28,Japanese
664936,Sautéed Saffron & Shallot Clams,19.91,Mexican
104342,Pressure-Fried Forest Roll,21.66,American
628051,Breaded White Wine Walnuts,10.75,Chinese
309508,White Wine and Hazelnut Gingerbread,21.47,Indian&Mexican
984150,Hazelnut and Pineapple Fruit Salad,19.01,Vitenamese
430553,Cherry Molten Cake,21.43,American Chinese
631132,Mint Surprise,20.77,Korean
108121,Smoked Peach & Vinegar Turkey,19.51,Japanese
303737,Grilled Basil & Clove Lamb,21.54,Mexican
153370,Breaded Peppermint Salmon,26.42,American
296977,Stir-Fried Sweet & Spicy Cockles,27.23,Chinese
186412,Stir-Fried Easter-Style Spring Vegetables,28.09,Indian&Mexican
658418,Grilled Mushroom Potatoes,12.62,Vitenamese
731612,Apple and Coconut Crispies,20.28,American Chinese
177562,Pecan and Cinnamon Pound Cake,15.50,Korean
277427,Milk Chocolate Yogurt,14.11,Japanese
186754,Avocado Wafer,24.85,Mexican
853389,Pickled Honey & Thyme Beef,27.32,American
694395,Thermal-Cooked Salt & Savory Rabbit,28.00,Chinese
613890,Stir-Fried Souther-Style Frog,12.11,Indian&Mexican
404498,Breaded Fennel & Lemon Snapper,10.69,Vitenamese
837524,Infused Dark Beer Risotto,18.56,American Chinese
359184,Simmered Butter Flatbread,22.15,Korean
862591,Pistachio and Grapefruit Pie,28.30,Japanese
593701,Almond and Cranberry Genoise,20.55,Mexican
499674,Plum Cobbler,20.48,American
480811,Chestnut Strudel,18.43,Chinese
954649,Fried Cucumber & Chicken,23.73,Indian&Mexican
855051,Simmered Fennel Rabbit,21.38,Vitenamese
946452,Poached Light Ale Shrimps,27.45,American Chinese
670587,Fried Blueberry Oysters,15.32,Korean
675611,Baked Creamy Stracciatella,19.50,Japanese
776255,Steamed Potatoes & Gratin,15.16,Mexican
311655,Mango and White Chocolate Crispies,17.22,American
455396,Chestnut and Mango Cobbler,19.70,Chinese
130234,Lime Soufflé,12.65,Indian&Mexican
567847,Elderberry Pie,17.16,Vitenamese
631315,Roasted Salt & Pepper Boar,19.67,American Chinese
338246,Oven-Baked Creamy Beef,24.92,Korean
627274,Broasted Beets & Lemon Oysters,20.21,Japanese
897298,Dried Vegetables & Salmon,29.36,Mexican
780186,Blanched Chestnuts & Linguine,13.91,American
151683,Poached Curry of Moussaka,20.07,Chinese
458930,Almond and Coffee Strudel,19.11,Indian&Mexican
457676,Broasted Beets & Lemon Oysters,19.73,Vitenamese
982604,Dried Vegetables & Salmon,15.08,American Chinese
705221,Blanched Chestnuts & Linguine,16.16,Korean
990281,Poached Curry of Moussaka,17.28,Japanese
458281,Almond and Coffee Strudel,28.64,Mexican
489393,Lime and Hazelnut Cookies,26.29,American
394432,Melon Ice Lollies,18.65,Chinese
922933,Licorice Pavlova,29.22,Indian&Mexican
650281,Deep-Fried Watercress Chicken,15.77,Vitenamese
854067,Braised Cheese & Mutton,18.05,American Chinese
629739,Deep-Fried Easter-Style Prawns,19.93,Korean
425527,Shallow-Fried Sweet & Savory Crab,21.80,Japanese
902305,Basted Tomatoes & Vegetables,22.23,Mexican
192766,Tenderized Sugar Vegetable Mix,13.82,American
102532,Coconut and Pistachio Cone,13.77,Chinese
428930,White Wine and Guava Genoise,14.52,Indian&Mexican
735632,Plum Pie,27.70,Vitenamese
813367,Coffee Gingerbread,22.43,American Chinese
890613,Simmered Pasta & Rabbit,15.51,Korean
236844,Blanched Carrot & Coriander Quail,28.70,Japanese
251209,Breaded Figs & Olive Clams,11.39,Mexican
182060,Stewed Olives & Mustard Prawns,22.74,American
174484,Dry-Roasted Pasta & Walnuts,15.74,Chinese
577873,Poached Casserole of Pie,21.76,Indian&Mexican
566586,White Wine and Kiwi Gingerbread,28.01,Vitenamese
762865,Raspberry and Cashew Surprise,19.59,American Chinese
427577,Blueberry Pud,18.35,Korean
301911,Cherry Crispies,15.48,Japanese
335132,Braised Sweet & Savory Bear,17.66,Mexican
159699,Braised Garlic Bear,13.85,American
745802,Infused Vinegar Cockles,26.03,Chinese
466838,Tenderized Oregano Fish,17.96,Indian&Mexican
707346,Dried Lime Spring Vegetables,17.09,Vitenamese
632074,Oven-Baked Carrots & Ginger Tofu,29.06,American Chinese
436450,Walnut and Orange Mooncake,19.62,Korean
317739,Plum and Honey Strudel,22.00,Japanese
523423,Coffee Cookies,25.72,Mexican
520957,Licorice Cheesecake,13.96,American
260028,Slow-Cooked Garlic & Tomato Mammoth,11.19,Chinese
125217,Broasted Parsnip & Pear Pheasant,14.43,Indian&Mexican
743892,Roasted Basil & Cinnamon Scallops,16.27,Vitenamese
890173,Marinated Mint & Berry Crocodile,17.41,American Chinese
199471,Poached Lime & Ginger Linguine,23.57,Korean
189199,Tenderized Nuts & Linguine,28.15,Japanese
525460,Caramel and Guava Trifle,25.95,Mexican
924006,Blueberry and White Chocolate Tart,12.17,American
211478,Chestnut Toast,19.22,Chinese
716482,Pecan Cake,24.19,Indian&Mexican
746791,Engine-Cooked Easter-Style Pheasant,17.67,Vitenamese
352550,Infused Vegetables & Duck,20.80,American Chinese
684645,Tenderized Salty & Sour Alligator,18.94,Korean
995723,Stuffed Soy Mussels,11.38,Japanese
441145,Simmered Cinnamon & Thyme Vegetables,22.74,Mexican
614262,Shallow-Fried Hot & Sweet Bake,23.02,American
263582,Guava and Cranberry Gingerbread,22.95,Chinese
387706,Rum and Cherry Bonbons,24.43,Indian&Mexican
360636,Lemon Bonbons,12.93,Vitenamese
227175,Pistachio Jam,23.68,American Chinese
570331,Blanched White Wine Beef,14.54,Korean
590151,Fire-Roasted Blueberry Beef,24.38,Japanese
396954,Sautéed Egg & Coconut Clams,10.98,Mexican
656881,Dried Dark Beer Lobster,16.10,American
671151,Basted Fennel & Lime Bisque,21.45,Chinese
875120,Pan-Fried Jasmine Stuffed Bread,28.64,Indian&Mexican
109522,Milk Chocolate and Melon Pancakes,27.13,Vitenamese
699391,Papaya and Pistachio Pound Cake,26.02,American Chinese
340339,White Chocolate Pud,22.20,Korean
473730,Honey Toast,13.55,Japanese
416507,Pan-Fried Saffron Mammoth,22.36,Mexican
978280,Marinated Basil & Clove Duck,29.46,American
503117,Broasted Vinegar Mussels,10.48,Chinese
804652,Tea-Smoked Lime & Ginger Salmon,26.67,Indian&Mexican
562222,Sautéed Vanilla & Mint Salad,29.74,Vitenamese
309723,Slow-Cooked Apricot & Basil Vegetable Mix,17.90,American Chinese
563481,Avocado and Red Wine Jelly,25.31,Korean
840691,Caramel and Passion Fruit Steamed Pudding,20.53,Japanese
665545,Kiwi Strudel,11.60,Mexican
230957,Peach Fruit Salad,24.92,American
152390,Cooked Soy Venison,13.77,Chinese
294021,Oven-Grilled Peanuts & Pigeon,25.68,Indian&Mexican
339926,Stir-Fried Western-Style Frog,17.89,Vitenamese
715473,Steamed Stew of Herring,15.02,American Chinese
563871,Stewed Mustard Potato Wedges,23.42,Korean
792239,Thermal-Cooked Ginger Bread,25.32,Japanese
204539,Plum and Milk Chocolate Delight,20.77,Mexican
931569,Walnut and Honey Tarte Tatin,13.14,American
945886,Gooseberry Doughnut,28.93,Chinese
489397,Cinnamon Whip,24.41,Indian&Mexican
827421,Pressure-Fried Pine Mutton,26.64,Vitenamese
326554,Shallow-Fried Sweet & Spicy Rabbit,20.95,American Chinese
858348,Gentle-Fried Potatoes & Clams,22.32,Korean
362195,Slow-Cooked Peach & Vinegar Cod,17.80,Japanese
573013,Stir-Fried Mushroom & Rosemary Chutney,23.39,Mexican
949479,Broasted Fennel & Lime Pasta,24.60,American
670937,Blueberry and Mint Fruit Salad,27.13,Chinese
884440,Grape and Gooseberry Cookies,21.82,Indian&Mexican
130531,Cocoa Crispies,20.67,Vitenamese
817880,Gooseberry Pancakes,13.86,American Chinese
168099,Deep-Fried Dark Beer Beef,19.10,Korean
320274,Simmered Sweet & Spicy Bear,13.97,Japanese
599978,Braised Tomatoes & Shrimps,29.07,Mexican
596879,Smoked Sweet & Spicy Alligator,17.95,American
790339,Smoked Thyme & Parsley Moussaka,10.26,Chinese
258576,Cured Fennel & Garlic Bread,23.29,Indian&Mexican
894110,White Chocolate and Banana Milk,26.96,Vitenamese
887686,Chocolate and Raspberry Yogurt,29.56,American Chinese
921916,Pecan Waffles,17.30,Korean
521256,Cashew Whip,28.67,Japanese
695386,Poached Lime & Ginger Yak,25.57,Mexican
792838,Cured Honey & Thyme Ostrich,21.29,American
356161,Dried Sweet & Fresh Crocodile,14.22,Chinese
455259,Fried Cucumber & Lime Prawns,27.58,Indian&Mexican
854015,Dried Easter-Style Lasagna,20.29,Vitenamese
591112,Marinated Mushroom Roll,21.19,American Chinese
609188,Passion Fruit and Elderberry Ice Cream,16.48,Korean
771111,Chestnut and Honey Pie,27.74,Japanese
967278,Honey Toffee,14.92,Mexican
387366,Strawberry Pud,13.11,American
119744,Sautéed Red Whine Boar,25.88,Chinese
215523,Slow-Cooked Mushroom & Rosemary Ostrich,23.09,Indian&Mexican
800945,Infused Paprika Snapper,18.42,Vitenamese
705680,Brined Dark Ale Frog,25.70,American Chinese
109808,Gentle-Fried Apricots & Honey Pizza,16.95,Korean
364021,Baked Coriander & Lemon Walnuts,26.18,Japanese
280148,Mint and Cashew Custard,26.95,Mexican
910093,Rum and Pecan Pie,22.42,American
777840,Grapefruit Waffles,21.14,Chinese
416243,Mango Strudel,12.22,Indian&Mexican
827180,Oven-Grilled Garlic & Onion Bear,19.22,Vitenamese
938733,Blanched Creamy Ostrich,22.02,American Chinese
423066,Cured Souther-Style Fish,13.00,Korean
158928,Breaded Walnuts & Scallops,19.40,Japanese
774553,Breaded Fennel & Lemon Rice,27.26,Mexican
539967,Fried Sour Risotto,24.18,American
919605,Orange and Licorice Cheesecake,30.00,Chinese
160859,White Wine and Licorice Pound Cake,11.38,Indian&Mexican
635363,Melon Bread,19.31,Vitenamese
539857,Rum Sundae,28.07,American Chinese
261012,Basted Yogurt Boar,21.00,Korean
887363,Simmered Raspberry & Peanut Venison,26.25,Japanese
835566,Pressure-Cooked Creamy Crocodile,20.63,Mexican
165641,Seared Apples & Mustard Prawns,23.35,American
153401,Engine-Cooked Creamy Risotto,18.92,Chinese
370901,Oven-Baked Basil & Clove Winter Vegetables,25.78,Indian&Mexican
850205,Rum and Grapefruit Pudding,25.36,Vitenamese
566758,Pecan and White Chocolate Fruitcake,13.57,American Chinese
884944,Walnut Cone,14.14,Korean
612304,Cranberry Jelly,21.50,Japanese
932640,Blanched Fennel & Lemon Pheasant,16.79,Mexican
315455,Roasted Cinnamon Horse,11.71,American
151919,Broasted Saffron Clams,10.90,Chinese
659334,Simmered Vegetables & Lobster,25.02,Indian&Mexican
356804,Poached Peanuts & Stracciatella,19.38,Vitenamese
190816,Pan-Fried Raspberry & Peanut Bisque,12.29,American Chinese
959253,Mint and Pecan Snacks,15.32,Korean
778631,Coconut and Lime Buns,29.49,Japanese
151482,Cashew Toffee,28.13,Mexican
394543,Dark Chocolate Molten Cake,26.87,American
324898,Basted Mint & Mustard Yak,17.41,Chinese
589324,Barbecued Sweet & Spicy Pork,14.78,Indian&Mexican
530775,Engine-Cooked Fennel & Orange Lobster,17.42,Vitenamese
620133,Stewed Apricot & Basil Shrimps,14.90,American Chinese
887494,Cured Basil & Mint Bake,15.36,Korean
112799,Pressure-Cooked Chestnuts & Pasta,29.52,Japanese
517366,Banana and Passion Fruit Pound Cake,11.60,Mexican
314463,Cinnamon and Coconut Cookies,16.42,American
342631,Nutmeg Tarte Tatin,24.32,Chinese
896414,Vanilla Cobbler,14.97,Indian&Mexican
645891,Braised Lime-Coated Boar,28.13,Vitenamese
938921,Baked Blueberry Ostrich,15.09,American Chinese
324205,Seared Hot & Sweet Tuna,18.66,Korean
185804,Oven-Baked Tomatoes & Scallops,24.16,Japanese
967189,Deep-Fried Mustard & Thyme Gratin,27.22,Mexican
446245,Baked Confit of Minestrone,24.17,American
681845,Coffee and Mango Tarte Tatin,16.73,Chinese
629924,Grapefruit and Ginger Pie,14.13,Indian&Mexican
599565,Coconut Delight,16.02,Vitenamese
418031,Cranberry Pancakes,14.59,American Chinese
231530,Fire-Grilled Sweet & Fresh Ostrich,16.37,Korean
439521,Cooked Sour & Cream Yak,25.13,Japanese
864862,Stir-Fried Confit of Fish,24.73,Mexican
426729,Breaded Fennel & Orange Herring,14.08,American
345715,Engine-Cooked Truffles & Salad,11.99,Chinese
467010,Barbecued Chestnuts & Forest Mushrooms,25.46,Indian&Mexican
490715,Saffron and Praline Cake,29.79,Vitenamese
938489,Blueberry and Mint Crumble,24.07,American Chinese
321168,Cocoa Custard,13.57,Korean
290156,Breaded Peppermint Salmon,16.00,Japanese
204493,Stir-Fried Sweet & Spicy Cockles,27.63,Mexican
771825,Stir-Fried Easter-Style Spring Vegetables,22.47,American
605422,Grilled Mushroom Potatoes,20.84,Chinese
911761,Apple and Coconut Crispies,18.86,Indian&Mexican
